instance_id,model_id,dataset,split,probe,norm_answer,reason
prehal_2001144_1bd7cd8444c29ceb_2411,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001157_247e78ee8e6be93a_2420,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001173_9c39adaf3500a5d8_2432,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001335_8e764f86b5816c23_2479,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001346_1ba60b1b306b7ad8_2485,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001387_82409c3be14d0f9e_2509,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001425_a4d7232f34afc69c_2535,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001438_f95f9046ff505363_2543,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001438_f95f9046ff505363_2543,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001438_f95f9046ff505363_2543,google/gemma-4-E4B-it,prehal,shift,brightness,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001444_f44c455774ef9135_2546,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001459_fbb36f19680f25c1_2556,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001459_fbb36f19680f25c1_2556,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001459_fbb36f19680f25c1_2556,google/gemma-4-E4B-it,prehal,shift,brightness,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001487_c327087c4d5a31aa_2573,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001538_567254c5c9abbcbe_2581,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001563_303c6c8a20369ec4_2002,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001632_6a2a90d812d37f45_2621,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001632_6a2a90d812d37f45_2621,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001632_6a2a90d812d37f45_2621,google/gemma-4-E4B-it,prehal,shift,crop,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001738_3e9cbf6a655dbb24_2659,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001781_680cc8c5a5db718a_2681,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001813_867cd0ecc74fb9a5_2701,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001931_5902ffb8a09c4ff7_2745,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001945_95e5db133be54da2_2753,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001962_9e35e8d546bf38ea_2765,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_204_5f98457d716b4ea5_274,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_211_b14e6a68fe573534_3757,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_21_d489e6c8c317a58b_3567,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_242_de713e5e569d58ca_3788,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_25_1fef1290d9c6cf14_193,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_25_1fef1290d9c6cf14_193,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_26_6facb51a3ec29baa_3572,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_26_6facb51a3ec29baa_3572,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_279_84ab524fccd60a2f_3825,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_295_8b7c13aa017875b8_7,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000022_632c05553b94db59_2794,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000072_be6b48806dc84a2a_2818,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000167_bcc6deccb5dc32b8_2863,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000174_a92e31eeea95367b_2865,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000303_c6797eb2bda11e9a_2887,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000491_c4397c5c79d57a16_2907,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000555_b2568bf0cc0d4d21_2931,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000559_db77caad1e0dfdc0_2933,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000602_9a093c7bee616e4c_2955,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000635_fd4d0b2254a3109f_2970,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000711_ec61362e2f5794e9_3014,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000711_ec61362e2f5794e9_3014,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000723_e52c4190666e3b1a_3023,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000750_1cfc70b8b3e9f6bb_3034,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000762_7034b40487ef63e8_3039,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000762_7034b40487ef63e8_3039,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000804_01d27433aee23537_3061,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000870_64d694b040a8c12a_3083,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000870_64d694b040a8c12a_3083,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000879_0918a1fcee23c0ae_3086,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000890_ee06f687b7b0f4fd_3092,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000890_ee06f687b7b0f4fd_3092,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000890_ee06f687b7b0f4fd_3092,google/gemma-4-E4B-it,prehal,shift,brightness,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000890_ee06f687b7b0f4fd_3092,google/gemma-4-E4B-it,prehal,shift,noise,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000901_05ed0e36a3715a30_3096,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000901_05ed0e36a3715a30_3096,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000984_292546d369485f1f_3125,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3000984_292546d369485f1f_3125,google/gemma-4-E4B-it,prehal,shift,brightness,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001074_a380f9f3a4eeaa96_3165,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001154_4ad2923117c43af1_3180,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001284_0cb48c6b7aaa1ffa_3206,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001367_bb4222e6e0f4fb57_3261,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001403_c26925395158a767_3285,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001403_c26925395158a767_3285,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001423_570746c4cce5b55d_3296,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001438_a5ba18bbcc87990c_3306,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001462_66f30781d68497ef_3321,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001485_682735a568bc1600_3335,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001505_fc255b00dbf66aa6_3340,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001738_83523c0ff6188fae_3422,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001744_6826379e07bc8665_3426,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001751_069075da223b9e15_3430,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001757_7020e9ee50d9673d_3436,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001757_7020e9ee50d9673d_3436,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001791_8d08763cf7d9c5a0_3448,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001821_35ad0db9c117e264_3468,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001825_55a5b7057916e3d2_3472,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001901_595d5cc28c990279_3486,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001902_2a48ce9aad0fb21a_3487,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001922_e570fcc8f88c67b8_3502,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001923_abd03d763b963b43_3503,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001938_9f54f474ee48accd_3512,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001947_15320a82cf4d35bd_3518,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_3001962_a5750eb2b385137e_3528,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_345_ceb9117ab0bd396e_294,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_353c8610de9283c1_2495e972331a1bc8_6578,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_408_0b74c33401be55ce_101,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_4148b2126f0986a4_22cb7778c3443a8c_6759,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_434a52f2db875a77_9ec36dab20a9483d_6783,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_4423bc3fc1f1ea56_5923a731cd73f058_6799,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_474d01057a719339_f1568b1496638194_6839,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_487_76d6458eab8720e5_36,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_487_76d6458eab8720e5_36,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_48c23ee234f733eb_39c2fe1a4727c208_6852,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_4adb6d3f344b38fd_963994cd28894f12_6880,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_4dd63f111487406e_2ed0eaf489dcb5b3_6922,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_4dea4e5cd46ba41d_63e3bdc2a4de1f58_6924,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_4f25e56666f79025_a8e7dae9f2e4260f_6938,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_502b40f6e115b744_f12fc47a03c9791d_6950,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_5186be6866db2e1c_4a1ccde67a295c96_6973,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_57_0b938e38f48c4a52_3603,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_57_0b938e38f48c4a52_3603,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_584110c20a4695d9_74cf3e39dbd90540_7060,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_5e77e54ee62483fe_0353098bc3c874c9_7134,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_5e8fa680b8315d19_372259282694e2ed_7138,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_5fa0491945756036_a6bb37511251ac7a_7143,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_61362bfc3e9f61c1_98800992935bf1ed_7155,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_643c3cc1a4e85db2_66f633f51d5002e0_7184,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_64a40c0bc5e8a27a_5a90a53ad235f96e_7193,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_651_f2041e6c880e7378_383,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_655_2133a57af8a9e6c5_385,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_655_2133a57af8a9e6c5_385,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_676_0a10f16a73a6e0f2_400,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_6820ff23d807bd80_ff64bfc8ed1b7074_7234,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_68624a5135fb2f39_5a75cc2e3aafc1af_7237,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_690_d84a22e4f948fbb3_407,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_693d68e11b612718_947fe18cd512072c_7246,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_69_267a50bb92dc403c_213,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_6_8369b0cb1baf0848_3552,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_6cf3c2664ddb678f_f41af7028c6cf5ac_7273,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_708a077a553ade43_fe401224bb71da00_7313,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_70fe7760569e5baa_afb9c6cff4d69e11_7318,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_710_ddcfd56830574bba_417,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_710_ddcfd56830574bba_417,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_714_74662897ef3dca7c_420,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_72_33735bb7cf9f32bf_3618,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_731173d27e06b210_aa02f0d8bfb2b9d3_7341,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_748_42fad88572d56df7_437,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_748_42fad88572d56df7_437,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_75_9cb56125836f1fbe_218,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_75b5f85e46fcfcb1_53b4cd8cb53cadf4_7379,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_761_51d3fe89e8845b0f_442,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_761_51d3fe89e8845b0f_442,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_7_2cc3eaf7fc49492d_3553,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_7b02fb303dd328b1_561f5c8ad71a1203_7444,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_8181c7a25f6be571_b1afb82e4fc199e3_7520,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_835_2536cd7c0b12d4b3_120,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_835_2536cd7c0b12d4b3_120,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_83e99dc9e2f8a70c_0ec3288cba2dc6ea_7556,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_852_8a9f7ee9a62a0936_477,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_855dffdd4d2bb84e_fe2a62ecfea5a393_7577,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_856_c95e9bd99586e2e3_480,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_85caeec250076856_5a0b1e247a38e05c_7583,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_8b17a8c79a847ff2_1693a53a0bc078c6_7676,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_8c74211b512b477d_b6198d52792cf273_7697,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_8cbbf29fb9409478_cc2cd81adcf67ccd_7707,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_8f35e22d91721bdb_72ba2aa241c35370_7745,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_8f80cec055941ac8_c8570117de6defe8_7749,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_902_c002dd3a14c24d56_501,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_9210ce35abaef2d2_4f62ecb7153fe82c_7805,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_92c4c71c141773b1_6866c6c35baaeea0_7817,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_96beeed8de64f498_25a6340ff6e57db5_7875,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_98241d446930f23f_ad104be0283a9bf7_7897,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_988faa053516acfe_fe7e3ab9a8812f51_7909,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_98b5f6dcc72e8c29_70830e6d67683c0a_7914,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_9_e4d3e30bbcb60188_185,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_9_e4d3e30bbcb60188_185,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_9_e4d3e30bbcb60188_185,google/gemma-4-E4B-it,prehal,shift,crop,unknown,valid_applicable_but_unusable_normalized_answer
prehal_9b868d5b233e8f50_f7d4313d310e3686_7958,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_9b9e2f451a937505_89253adf5ded1882_7961,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_9d42af30c97b8e32_d40179460e7b6e50_7986,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_a1ff26ac2862030b_189406cc688be8ec_8054,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_a2899eaa44b16d0d_9840433f33c52a7b_8065,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_a5d472f1030b942f_f27064edf042d7e7_8107,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_a9a1bda7e943bb4e_f93fd09f47705be6_8155,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_ab40e0b2d821b440_c55324a22ea8f800_8186,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_ab46f7ec075d89ae_b4695b03f4d67ed2_8187,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_b175fc0d52f4e9af_279cc402f72945e0_8262,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_b22b89073480191e_56e2a6008fcf2b7a_8273,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_b29c5fb9bf8b4cf7_2a03b8b3c72c9f42_8277,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_b7d1ffbaf5fb4ca0_ce2663ebfb1bc05e_8332,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_ba5b07a828abfc0e_429d994bf72237bf_8357,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_bc857cdddd5c152e_223858f292faf102_8394,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_c073c3cf1ff452ec_3f6f68b51418900c_8450,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_c3fd5f3c65c29839_2da4170fe58d32bc_8506,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_c4047ac98ed729d7_4f1c21fc0395d79e_8508,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_c48cdf9da3e5097e_b620118ac03e97d2_8512,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_c6fa0a8fcd9961f1_bbe8d61a25d9e36b_8543,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_c7c6b8914ff6e902_bcc969406ea9e252_8555,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_c87119e80bfc919a_89eece694350aaa4_8567,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_cc258d5fd4cde121_4593f761070af2f6_8617,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_ce10b909451393b7_a43d4e474d24c111_8640,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_cf1553fd488509b5_0725a525576057ca_8660,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_d1d61f08ef8a2186_1854e59e4b98ef8b_8704,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
